Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
171,199,sp|Q72JL7|FOLD_THET2,99.0,199.13,25,6,5,Carbamidomethylation,30546,Bifunctional protein FolD OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=folD PE=3 SV=1
184,143,Q72LN2|Q72LN2_THET2,99.0,198.85,28,5,5,,24411,Cehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0026 PE=4 SV=1
141,191,Q72H24|Q72H24_THET2,99.0,197.94,7,6,5,,89156,Cytochrome c oxidase polypeptide I+III OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1671 PE=3 SV=1
128,99,Q72GP6|Q72GP6_THET2,99.2,197.87,20,10,8,,45455,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1802 PE=3 SV=1
122,121,sp|Q72L32|HEMH_THET2,99.1,196.76,24,7,6,,35651,Ferrochelatase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=hemH PE=3 SV=1
151,144,sp|Q746B8|PXPA_THET2,99.0,196.33,27,5,4,,26780,5-oxoprolinase subunit A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pxpA PE=3 SV=1
135,203,Q72I62|Q72I62_THET2,99.0,194.68,17,6,6,,37396,Dipeptide transport system permease protein dppB OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=dppB PE=3 SV=1
258,158,sp|Q72H75|GATB_THET2,98.8,194.66,15,4,4,Carbamidomethylation,52264,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=gatB PE=3 SV=1
133,160,Q72H17|Q72H17_THET2,99.1,194.55,30,8,8,,28040,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=fabL PE=3 SV=1
120,27,Q72IG0|Q72IG0_THET2,99.1,194.51,18,9,7,Formylation,54425,Isocitrate dehydrogenase (NADP(+)) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1172 PE=3 SV=1
218,134,sp|Q72I53|METK_THET2,99.0,194.43,17,5,5,,43247,S-adenosylmethionine synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=metK PE=1 SV=2
170,103,Q72JN6|Q72JN6_THET2,99.1,191.90,14,7,4,,54151,Sugar transport ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0734 PE=4 SV=1
104,85,Q72GD3|Q72GD3_THET2,99.2,191.44,25,11,10,,48618,NADH-quinone oxidoreductase subunit F OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1915 PE=3 SV=1
154,127,sp|Q72GT4|PURA_THET2,99.1,190.77,18,6,6,,44879,Adenylosuccinate synthetase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=purA PE=3 SV=1
100,92,sp|Q72J47|RPIA_THET2,99.2,190.48,41,10,10,,24039,Ribose-5-phosphate isomerase A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpiA PE=1 SV=1
81,234,Q72HC8|Q72HC8_THET2,99.1,189.49,17,11,10,Oxidation (M),46713,Menaquinol-cytochrome C reductase cytochrome B subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1567 PE=4 SV=1
147,104,Q72KI2|Q72KI2_THET2,99.1,188.74,17,8,6,Carbamidomethylation,58583,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0478 PE=4 SV=1
73,136,sp|P62657|RS15_THET2,99.1,187.81,63,7,7,Oxidation (M),10554,30S ribosomal protein S15 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsO PE=1 SV=2
155,151,sp|Q72GD0|NUOC_THET2,98.9,187.64,26,6,6,,23859,NADH-quinone oxidoreductase subunit C OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=nuoC PE=3 SV=1
115,113,Q72H23|Q72H23_THET2,99.1,187.58,21,8,8,Oxidation (M),37271,Cytochrome c oxidase subunit 2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1672 PE=3 SV=1
161,193,Q72L60|Q72L60_THET2,98.9,187.57,45,5,4,,15540,Probable small heat shock protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0203 PE=3 SV=1
256,289,Q72I26|Q72I26_THET2,98.8,187.42,24,4,4,,27821,Methionine aminopeptidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=map PE=3 SV=1
105,75,Q72GM3|Q72GM3_THET2,99.2,185.58,10,9,9,,101032,Leucine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=leuS PE=1 SV=1
58,66,Q72IP3|Q72IP3_THET2,99.2,184.97,44,15,15,Oxidation (M),26607,Succinate dehydrogenase iron-sulfur subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1089 PE=3 SV=1
103,11,sp|Q72IK9|CLPB_THET2,99.2,184.57,15,11,10,,96141,Chaperone protein ClpB OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=clpB PE=3 SV=1
149,212,Q72IL9|Q72IL9_THET2,99.1,182.58,46,7,7,,16558,RCK C-terminal domain-containing protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1113 PE=4 SV=1
114,139,sp|P61941|RS12_THET2,99.1,182.47,58,10,9,Carbamidomethylation,14599,30S ribosomal protein S12 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsL PE=1 SV=2
125,98,Q72HE7|Q72HE7_THET2,99.2,181.73,18,10,10,,59101,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1540 PE=3 SV=1
113,36,sp|Q72JM6|LON2_THET2,99.2,181.21,13,10,6,Carbamidomethylation,90513,Lon protease 2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=lon2 PE=3 SV=1
142,88,sp|P83453|SYY_THET2,99.1,180.16,16,6,6,,48718,Tyrosine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=tyrS PE=1 SV=1
121,60,sp|P61707|SYA_THET2,99.1,179.06,10,8,8,Carbamidomethylation,97480,Alanine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=alaS PE=3 SV=1
157,205,Q72KP3|Q72KP3_THET2,99.1,178.47,35,7,7,,23457,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0322 PE=4 SV=1
259,295,Q72LQ5|Q72LQ5_THET2,98.8,178.01,31,4,4,Carbamidomethylation,19138,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0003 PE=4 SV=1
112,83,Q72IC7|Q72IC7_THET2,99.2,177.07,28,11,10,,38259,Deoxyhypusine synthase-like protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1205 PE=3 SV=1
207,62,sp|Q72LI9|SYE_THET2,99.0,176.64,13,5,5,,53940,Glutamate--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=gltX PE=3 SV=1
83,87,Q72LC9|Q72LC9_THET2,99.2,175.17,17,12,11,,59696,Malate synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0130 PE=3 SV=1
127,46,Q72L83|Q72L83_THET2,99.2,174.97,28,9,9,,36038,Aspartate-semialdehyde dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=asd PE=3 SV=1
108,80,Q72GV7|Q72GV7_THET2,99.1,174.78,28,9,9,,29840,Single-stranded DNA-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1741 PE=3 SV=1
213,310,Q72KM3|Q72KM3_THET2,98.6,172.30,20,3,3,,24228,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0384 PE=4 SV=1
178,132,Q72JI4|Q72JI4_THET2,98.9,172.23,15,5,5,,45018,Aminopeptidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0788 PE=3 SV=1
248,285,sp|Q72JR7|TAL_THET2,98.9,172.20,25,4,4,,24093,Probable transaldolase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=tal PE=3 SV=1
183,109,Q72HJ8|Q72HJ8_THET2,99.1,171.58,13,6,5,,47944,ABC transporter ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1489 PE=3 SV=1
187,118,sp|Q72H85|ENO_THET2,99.0,171.23,14,6,5,,45501,Enolase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=eno PE=3 SV=1
217,168,Q72GG2|Q72GG2_THET2,99.0,170.29,18,5,5,,35135,Exopolyphosphatase family protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1886 PE=4 SV=1
251,211,Q72IW4|Q72IW4_THET2,98.9,169.96,6,4,4,,82638,Competence protein pilQ OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pilQ PE=3 SV=1
271,159,Q72KV1|Q72KV1_THET2,98.4,169.75,20,3,3,,31436,Iron(III) dicitrate-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0390 PE=4 SV=1
134,106,Q746P3|Q746P3_THET2,99.1,168.36,16,6,5,Formylation,43722,Precorrin-6Y C5 15-methyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_P0010 PE=4 SV=1
109,180,sp|P62669|RS9_THET2,99.1,168.26,49,7,7,Oxidation (M),14402,30S ribosomal protein S9 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsI PE=1 SV=1
172,140,Q72HV6|Q72HV6_THET2,99.0,167.94,31,5,5,,25984,3-oxoadipate enol-lactonase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1376 PE=4 SV=1
232,102,sp|Q72LP1|GLMU_THET2,97.2,167.13,9,3,2,,48657,Bifunctional protein GlmU OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=glmU PE=3 SV=2
185,131,Q72HK0|Q72HK0_THET2,99.0,165.97,28,5,5,,27602,ABC transporter ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1487 PE=3 SV=1
323,271,Q72KI7|Q72KI7_THET2,98.4,164.16,16,3,3,,28892,Thiol:disulfide interchange protein tlpA OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=tlpA PE=3 SV=1
119,89,Q72JJ1|Q72JJ1_THET2,99.2,163.46,29,11,10,,33026,Electron transfer flavoprotein alpha-subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0781 PE=3 SV=1
163,187,Q72GS0|Q72GS0_THET2,99.0,161.56,12,7,6,,47336,NAD(P) transhydrogenase subunit beta OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1778 PE=1 SV=1
116,174,sp|P62442|RL11_THET2,99.0,161.43,32,5,5,Oxidation (M),15505,50S ribosomal protein L11 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplK PE=1 SV=1
328,249,Q72HH6|Q72HH6_THET2,98.4,160.25,24,3,3,,22638,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1511 PE=4 SV=1
107,53,Q72LK6|Q72LK6_THET2,99.2,159.17,15,11,9,,69384,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0053 PE=4 SV=1
59,138,sp|Q72I33|RL17_THET2,99.1,157.87,50,9,7,,13715,50S ribosomal protein L17 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplQ PE=1 SV=1
180,183,Q72J78|Q72J78_THET2,99.0,157.63,15,5,4,,43795,Zinc protease OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0901 PE=4 SV=1
257,130,sp|Q72L58|GATA_THET2,98.8,154.12,11,4,4,,50314,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=gatA PE=3 SV=1
158,186,sp|Q72KH6|SYD_THET2,99.1,151.15,10,6,6,,66030,Aspartate--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=aspS PE=3 SV=1
223,128,Q72II3|Q72II3_THET2,98.8,150.42,10,4,4,,48826,Adenylosuccinate lyase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1149 PE=3 SV=1
186,176,Q72IC3|Q72IC3_THET2,99.0,150.29,24,5,4,,24125,Putative dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1209 PE=4 SV=1
129,67,sp|Q72L85|SYG_THET2,99.1,149.72,17,10,10,,58272,Glycine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=glyQS PE=3 SV=1
136,253,Q72IU5|Q72IU5_THET2,99.0,148.90,28,5,5,,20665,CcmG protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ccmG PE=4 SV=1
219,221,sp|Q72KE8|IF2_THET2,99.0,147.39,9,5,5,,63178,Translation initiation factor IF-2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=infB PE=3 SV=1
227,201,Q72JI9|Q72JI9_THET2,98.4,146.66,8,3,3,,57439,Putative propionyl-CoA carboxylase beta chain OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0783 PE=4 SV=1
85,79,Q72I44|Q72I44_THET2,99.2,145.61,25,15,14,,43034,Maltose/maltodextrin-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1288 PE=1 SV=1
325,338,Q72IX4|Q72IX4_THET2,98.4,144.99,27,3,3,,15706,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1007 PE=4 SV=1
307,293,Q72JD1|Q72JD1_THET2,98.4,143.68,10,3,3,,57128,(R)-citramalate synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0847 PE=3 SV=1
150,95,sp|Q72GF9|SYP_THET2,99.0,141.24,10,6,6,,54514,Proline--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=proS PE=3 SV=1
334,209,Q72HR8|Q72HR8_THET2,98.1,140.23,45,3,2,,13004,Ribosomal silencing factor RsfS OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rsfS PE=3 SV=1
211,189,sp|Q72K02|FBPAP_THET2,98.7,137.51,10,4,3,,40389,Fructose-1 6-bisphosphate aldolase/phosphatase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=fbp PE=1 SV=1
333,357,Q72JR4|Q72JR4_THET2,98.2,136.37,14,3,3,,31043,Cell division protein FtsX OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ftsX PE=3 SV=1
276,387,sp|Q72LP2|LGT_THET2,97.4,136.21,13,3,2,Carbamidomethylation,32152,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=lgt PE=3 SV=1
349,335,Q72KA3|Q72KA3_THET2,84.4,136.10,21,2,2,,18213,Germane domain-containing protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0544 PE=4 SV=1
174,123,Q72IG4|Q72IG4_THET2,99.0,135.17,8,5,4,,65313,Putative oligoendopeptidase F protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1168 PE=3 SV=1
414,260,Q72KS0|Q72KS0_THET2,84.4,134.59,18,2,2,,24528,Short chain dehydrogenase/reductase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0410 PE=3 SV=1
220,167,Q72IW6|Q72IW6_THET2,99.0,132.81,26,5,4,,21369,Competence protein pilO OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pilO PE=4 SV=1
92,133,Q72H68|Q72H68_THET2,99.2,132.78,21,12,11,,48119,Trehalose/maltose-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1627 PE=4 SV=1
384,274,Q72IJ8|Q72IJ8_THET2,96.2,132.36,6,2,2,Oxidation (M),72532,Translation elongation and release factors (GTPases) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1134 PE=3 SV=1
278,214,Q72GB7|Q72GB7_THET2,96.1,131.25,5,4,2,,92789,DNA topoisomerase 1 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=topA PE=3 SV=1
382,428,Q72KE3|Q72KE3_THET2,96.5,129.81,17,2,2,,38130,Membrane metalloprotease OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0503 PE=3 SV=1
422,920,sp|P61498|PYRE_THET2,84.4,129.30,17,2,2,,19442,Orotate phosphoribosyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pyrE PE=1 SV=1
168,58,sp|Q72KS4|LON1_THET2,99.1,128.75,7,6,4,,89312,Lon protease 1 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=lon1 PE=3 SV=1
383,281,sp|Q72J72|VATA_THET2,86.6,128.45,5,2,2,,63660,V-type ATP synthase alpha chain OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=atpA PE=3 SV=1
175,246,Q72H97|Q72H97_THET2,98.7,127.56,15,4,3,,29188,Ribosomal RNA small subunit methyltransferase I OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rsmI PE=3 SV=1
225,116,sp|Q72GE2|SYR_THET2,98.8,127.51,8,5,3,,66199,Arginine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=argS PE=3 SV=1
372,1134,Q72HC6|Q72HC6_THET2,61.7,127.25,11,3,3,,17639,Putative cytochrome c OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1569 PE=4 SV=1
124,179,sp|P62659|RS18_THET2,98.8,127.09,40,5,5,,10231,30S ribosomal protein S18 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsR PE=1 SV=2
209,69,Q72JG4|Q72JG4_THET2,98.9,126.51,6,5,4,,91965,Glycogen phosphorylase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0808 PE=3 SV=1
140,172,Q72KR1|Q72KR1_THET2,99.1,126.46,22,8,8,,29390,Fumarylacetoacetate hydrolase family protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0457 PE=4 SV=1
221,119,sp|Q72HA1|SYFA_THET2,99.0,126.26,12,5,4,,39249,Phenylalanine--tRNA ligase alpha subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pheS PE=3 SV=1
343,224,Q72IZ1|Q72IZ1_THET2,95.7,126.00,3,3,2,,89094,DNA gyrase subunit A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=gyrA PE=3 SV=1
188,84,Q72HP0|Q72HP0_THET2,99.0,125.90,9,5,4,,46530,Amidase/amidotransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1446 PE=4 SV=1
313,175,Q72KV5|Q72KV5_THET2,93.2,125.37,4,3,3,,69794,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0386 PE=4 SV=1
222,243,sp|Q72KG3|RIMP_THET2,98.8,124.93,30,4,4,,17790,Ribosome maturation factor RimP OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rimP PE=3 SV=1
159,164,sp|Q72H98|PFKA_THET2,99.0,124.07,14,5,5,,33537,ATP-dependent 6-phosphofructokinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pfkA PE=3 SV=1
234,278,Q72HI3|Q72HI3_THET2,96.3,123.74,6,3,2,,64810,Transporter OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1504 PE=4 SV=1
195,416,sp|Q72H22|COXX_THET2,96.7,122.18,5,3,2,,65771,Protoheme IX farnesyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ctaB PE=3 SV=1
260,213,Q72KC8|Q72KC8_THET2,98.8,121.67,14,4,4,,29510,Chorismate synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0518 PE=4 SV=1
199,1155,Q72HW0|Q72HW0_THET2,84.1,121.56,24,3,2,,9365,SHOCT domain-containing protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1372 PE=4 SV=1
210,248,sp|Q72KU3|PYRD_THET2,98.9,121.26,12,4,3,,37862,Dihydroorotate dehydrogenase (quinone) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pyrD PE=3 SV=1
270,192,Q72IW7|Q72IW7_THET2,98.4,120.57,15,3,3,,23036,Competence protein pilN OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pilN PE=1 SV=1
427,315,Q72LJ0|Q72LJ0_THET2,84.3,120.55,15,2,2,Oxidation (M),18012,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0069 PE=4 SV=1
326,337,sp|Q72I15|RL24_THET2,98.4,120.37,29,3,3,Carbamidomethylation,12057,50S ribosomal protein L24 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplX PE=1 SV=1
371,1133,Q72H94|Q72H94_THET2,61.7,119.61,12,2,2,,21916,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1601 PE=4 SV=1
267,170,sp|Q72LH1|AROA_THET2,98.6,117.97,8,4,3,,46112,3-phosphoshikimate 1-carboxyvinyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=aroA PE=3 SV=1
396,220,Q746P1|Q746P1_THET2,91.3,117.83,12,2,2,,26002,Precorrin-4 C11-methyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_P0012 PE=3 SV=1
148,182,sp|Q72G84|RL28_THET2,99.1,117.47,49,6,6,Carbamidomethylation,11006,50S ribosomal protein L28 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpmB PE=1 SV=1
173,150,Q72LF6|Q72LF6_THET2,99.0,117.07,22,5,4,,23006,Acetoin utilization acuB protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=acuB PE=4 SV=1
189,129,sp|Q72JJ7|RNJ_THET2,98.8,116.64,7,5,4,,64031,Ribonuclease J OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rnj PE=1 SV=1
208,166,Q72HD8|Q72HD8_THET2,99.0,115.77,19,5,5,,35208,Thioredoxin reductase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1555 PE=3 SV=1
329,275,Q72LC6|Q72LC6_THET2,98.4,114.94,8,3,3,,47884,N-acyl-L-amino acid amidohydrolase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0133 PE=4 SV=1
268,262,Q72IX8|Q72IX8_THET2,98.4,113.92,12,3,3,Carbamidomethylation,30381,Signal peptidase I OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1003 PE=3 SV=1
182,156,Q72IR3|Q72IR3_THET2,99.1,113.43,29,6,6,Carbamidomethylation,20214,Putative dehydratase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1069 PE=3 SV=1
306,147,Q72LB5|Q72LB5_THET2,98.6,113.17,7,3,3,,64813,NADP-dependent malic enzyme OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0144 PE=3 SV=1
337,215,sp|Q72J69|VATE_THET2,97.3,112.81,15,3,2,,20588,V-type ATP synthase subunit E OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=atpE PE=3 SV=1
327,321,sp|Q72I12|RL29_THET2,98.4,112.43,42,3,3,,8650,50S ribosomal protein L29 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpmC PE=1 SV=1
